Codigo,Código Barra 1,Código Barra 2,Producto nombre 1,Producto nombre 2,precio por caja,precio por paquete,Categoria,creador
XP0551,0202673205519,,6条压条水钻 宝蓝,PIEDRAS DE CORATIVAS,940.000,1030.000,,2046
LH1302,6452930321450,,LH1302尼龙围布.铁扣,CAPAS DE PELUQUERIA,1500.000,1800.000,,2046
D00112,6452930321443,,D00112手镜围布黑白,CAPAS DE PELUQUERIA,1500.000,1800.000,,2046
D001,6452930321467,,好焗油围布,CAPAS DE PELUQUERIA,2200.000,2420.000,,2046
15032,6452930321436,,套装焗油碗2合1,kit de bosilloy peineta,500.000,550.000,,2046
264531,6902002645316,,,esponja x 8,1980.000,2180.000,,2046
264533,6980002645338,,,ESPONJA X 4,1430.000,1570.000,,2046
FP490,6926641004907,,,esponja con base,1490.000,1640.000,,2046
SZ131,6926641001319,,,set 5 brochas,1650.000,1820.000,,2046
BX342,6926641003429,,,set limpia cara,2420.000,2660.000,,2046
FP477,6926641004778,,透明圆盒混装粉扑,ESPONJA DE MAQUILLAHE,860.000,950.000,,2046
TG,7891165380914,,梳子五件套,,3850.000,4240.000,,2046
YM622,8654773031970,,棉签,,130.000,140.000,,2046
263964,,,7个美妆蛋混色混款,7 esponjas de maquillaje color surtido,600.000,660.000,,2046
263965,,,化妆刷+3个粉扑 不含税不打折,brocha mas 3 esponjas sin descuentos,700.000,770.000,,2046
SA20092,,,成人3D甲片3款大盒装 不含税不打折,unas postizas 3D 3 modelos sin descuentos,350.000,400.000,,2046
SA20093,,,成人3D甲片3款大盒装,unas postizas 3D 3modelos,350.000,400.000,,2046
SA20095,,,成人3D甲片3款大盒装 不含税不打折,unas postizas 3D 3 modelos sin descuentos,350.000,400.000,,2046
SA20096,,,成人长甲印刷3款大盒装 不打折不含税,unas postizas 3D 3 modelos sin descuento,350.000,400.000,,2046
SA20097,,,成人长甲印刷3款大盒装 不打折不含税,unas postizas 3D 3 modelos sin descuento,350.000,400.000,,2046
SA20098,,,成人单钻混装大盒装,unas postizas cristal,350.000,400.000,,2046
SA200911,,,成人长甲印刷3款大盒装 不打折不含税,unas postizas largas 3modelos sin descuento,350.000,400.000,,2046
MSBQ5T,7502386895919,,光疗灯,LAMPARA PARA UNAS,9500.000,10500.000,,2046
MST9,7502386895995,,光疗灯,LAMPARA PARA UNAS,9500.000,10500.000,,2046
MSJDM25000,3217560091832,,打磨笔12支,TORNO DE MANICURA,16000.000,19200.000,,2046
MSSUNX28,7502386895285,,光疗灯,lampara uv/led sun,4500.000,5000.000,,2046
MSSZ04,6988885848594,,手枕,almohada para manicure,1280.000,1400.000,,2046
MSSZ05,6988885858593,,手枕,ALMOHADA PARA LA MANOS MANICURE,1650.000,1820.000,,2046
YH8092,7891165380921,,化装箱,,9680.000,10650.000,,2046
YH8181,78911653381812,,化装箱,,10450.000,11500.000,,2046
YH3001,7891165330018,,化妆包三件套,bolso organizador de maquillaje 3 piezas,2420.000,2660.000,,2046
YH3002,7891165330025,,化妆包三件套,bolso organizador de maquillaje 3 piezas,2420.000,2660.000,,2046
YH3003,7891165330032,,化妆包三件套,bolso organizador de maquillaje 3 piezas,2420.000,2660.000,,2046
YH3005,7891165330056,,化妆包三件套,bolso organizador de maquillaje 3 piezas,2750.000,3030.000,,2046
YH3006,7891165330063,,化妆包三件套,bolso organizador de maquillaje 3 piezas,2750.000,3030.000,,2046
YH1001,7891165310010,,化妆包,bolsa para maquillaje,1820.000,2000.000,,2046
YH1002,7891165310027,,化妆包,bolsa para maquillaje,1820.000,2000.000,,2046
YH1003,7891165310034,,化妆包,bolsa para maquillaje,1430.000,1570.000,,2046
YH1005,7891165310058,,化妆包,bolsa para maquillaje,1430.000,1570.000,,2046
YH1007,7891165310072,,化妆包,bolsa para maquillaje,1430.000,1570.000,,2046
YH1009,7891165310096,,化妆包,bolsa para maquillaje,1650.000,1820.000,,2046
YH1010,7891165310102,,化妆包,bolsa para maquillaje,1650.000,1820.000,,2046
KM6631,,,鼻毛器（三合一充电）,sacaoelo de nariz,4290.000,4720.000,,2046
KM231,,,剃须刀（三合一）,afeitadora de barba,6380.000,7020.000,,2046
KM230,,,剃须刀（三合一）,afeitadora de barba,6380.000,7020.000,,2046
KM2803,,,剃须刀（三合一）,afeitadora de barba,5500.000,6000.000,,2046
KM1102,,,剃须刀,RASURADORA,8800.000,10600.000,,2046
KM1422,,,鼻毛器（三合1）,,4500.000,5400.000,,2046
SN8100,6934511581007,,理发剪,tijera para corta pelo,8500.000,9500.000,,2046
SM508,6934511505089,,剃须刀,afeitadora de barba,7000.000,7700.000,,2046
SN8096,6934511580963,,理发剪,MAQUINA PARA CORTAPELO,5000.000,5500.000,,2046
SN8082,6934511580826,,理发剪,tijera para corta pelo,4800.000,5200.000,,2046
SN8099,6934511580994,,理发剪,tijera para corta pelo,6000.000,6600.000,,2046
SN8085,6934511580857,,理发剪,tijera para corta pelo,6000.000,6600.000,,2046
SN8103,6934511581038,,理发剪,,4800.000,5200.000,,2046
SN8092,6934511580926,,理发剪,tijera para corta pelo,4500.000,5000.000,,2046
SM521,6934511505218,,剃须刀,,8000.000,8800.000,,2046
SM520,6934511505201,,剃须刀,afeitadora de barba,9500.000,10500.000,,2046
SM517,6934511505171,,剃须刀,afeitadora de barba,6500.000,7000.000,,2046
MS2212,6934511522123,,剃须刀,,6050.000,6660.000,,2046
SM509,6934511505096,,剃须刀,afeitadora de barba,8000.000,8800.000,,2046
SM425,6934511504259,,剃须刀,,8000.000,8800.000,,2046
SN6609,6934511566097,,电吹风,,6380.000,7020.000,,2046
SN6606,6934511566066,,电吹风,SECADOR con enchufe de conversion,7480.000,8230.000,,2046
SN6607,6934511566073,,电吹风,,6050.000,6660.000,,2046
SN8098,6934511580987,,理发剪,,5170.000,5690.000,,2046
SN8083,6934511580833,,理发剪,MAQUINA PARA CORTAPELO,4500.000,5000.000,,2046
SN672,6934511506727,,理发剪,,4000.000,4400.000,,2046
SM526,6934511505263,,理发剪,,5500.000,6000.000,,2046
SN8097,6934511580970,,理发剪,,4500.000,5500.000,,2046
SN8081,6934511580819,,理发剪,,5500.000,6000.000,,2046
LTMini5S,2020102200001,,美甲灯,,3000.000,3300.000,,2046
YZX6,,,国产极光粉12色,,830.000,910.000,,2046
YZX22,,,小刚推,RREPUJADOR DE CUTICULA,310.000,340.000,,2046
XP0501,020267320501,,白钻指甲贴,PERLAS DECORACIÓN UÑAS,390.000,430.000,,2046
WL8001,,,美甲箱,MALETA,18000.000,21600.000,,2046
GHY9252,,,架子套装,,0.000,0.000,,2046
GHY10118,2854010118006,,双色长棍杠PC95022  9号,BIGUDIES PLASTOCO 9,880.000,970.000,,2046
GHY101110,2854010111007,,双色长棍杠PC95222 13号,BIGUDIES PLASTOCO 13,880.000,970.000,,2046
GHY101112,2854010111205,,双色长棍杠PC96822 19号,BIGUDIES PLASTOCO 19,880.000,970.000,,2046
GHY101114,2854010111403,,脱毛纸100 片,,940.000,1030.000,,2046
GHY101116,2854010111601,,锡纸蓝盒,pepel aluminio para mechas,830.000,910.000,,2046
GHY101127,2854010112707,,CH31439隔热夹 混色,,880.000,970.000,,2046
GHY101129,2854010112905,,大号Supreme 工具箱,,10450.000,11500.000,,2046
GHY101137,,,美甲假手,MANO DE PRACTICA,9500.000,11400.000,39美甲系列--甲片 胶水 色卡 unas postizas,2046
GHY101141,2854010114107,,双面刷,PEINE PARA TINTE,150.000,200.000,65沙龙系列--烫染工具 capas ,peinesta ,posillos de tinturap,2046
GHY,2854062604007,,铝箔纸帽定做+纸卡,GORRO ALUMINIO,280.000,300.000,,2046
JWZ002,2854028540288,,发元刀架,,1380.000,1520.000,,2046
GHY10137,2854010137007,,吹风机架C1016黑色,ESTANTE DE SECADOR DE PELO,11000.000,12100.000,,2046
GHY10138,2854010138004,,吹风机架B8016,ESTANTE DEL SECADOR,13200.000,14520.000,,2046
GHY10139,2854010139001,,双层吹风机架黑色,ESTANTE DE SECADOR DE PELO,1320.000,1450.000,,2046
GHY101317,2854010131708,,B-008-1吹风机双层架,ESTANTE DEL SECADOR,2420.000,2660.000,,2046
GHY101310,2854010131005,,围裙定做,capas,1650.000,1820.000,,2046
SA20099,8588988200992,,成人指甲 不含税不打折,unas postizas 3 modelos sin descuento,350.000,400.000,,2046
SA200910,8588982009102,,成人指甲 不含税不打折,unas postizas 3 modelos sin descuento,350.000,400.000,,2046
SA200912,8588982009126,,成人指甲 不含税不打折,unas postizas 3 modelos sin descuento,350.000,400.000,,2046
SA200913,8588982009133,,成人指甲,,350.000,400.000,,2046
SA200915,8588982009157,,成人指甲 不含税不打折,unas postizas  3 modelos sin descuento,350.000,400.000,,2046
2190A,892369857575,,大号美甲箱加高黑色/粉红,Organizador manicure max alto negro rosado,27500.000,30250.000,,2046
2190,892369857506,,大号美甲箱黑色/粉红色,Organizador manicure negro rosado,27500.000,30250.000,,2046
1663,892369857513,,小号美甲箱 全粉/粉黑,Organizador manicure chico rosado negro,18150.000,19970.000,,2046
6268,,,化妆箱,MALETA DE MAQUILLAJES,0.000,0.000,,2046
7401,892369857537,,箱子,ORGANIZADOR,18150.000,19970.000,,2046
7402,892369857544,,箱子,ORGANIZADOR,18150.000,19970.000,,2046
3599,892369857599,,化妆箱带轮子,MALETA GRANDE DE MANICURA,66000.000,72600.000,,2046
3562,892369857568,,拉杆箱带轮子,MALETA GRANDE DE 3 CUERPOS PARA MANICURA,74800.000,82280.000,,2046
YP002,,,,,1650.000,1820.000,,2046
2947078,1286567352212947078,,,,1430.000,1570.000,,2046
FP480,690690374,,化妆蛋套装,,1320.000,1450.000,,2046
m02,,,,MASCARILLAS AZUL,2200.000,2530.000,,2046
M03,,,,MASCARILLAS ROSADO,2500.000,2880.000,,2046
M04,,,,MASCARILLAS MORADO,2500.000,2880.000,,2046
STAR6,JCStar6,,美甲机,LAMARA UVLED 24W,4500.000,5000.000,,2046
M069F,,,眉笔,SOMBRAS LAPIZ,420.000,460.000,,2046
082F,,,眼影笔,SOMBRAS LAPIZ,530.000,580.000,,2046
5763C,,,眉笔,lapiz labiales,330.000,360.000,,2046
082A,,,眼影笔,SOMBRAS LAPIZ,380.000,400.000,,2046
069A,,,眉笔,SOMBRAS LAPIZ,250.000,280.000,,2046
3102,8972423638998,,眉笔 48支/盒,DELINEDOR OJOS,660.000,730.000,,2046
801C,4508790415463,,眉笔,DELINEDOR PARA CEJA,290.000,320.000,,2046
7008,,,眉笔 12支装,,280.000,300.000,,2046
P97,,,眉笔,DELINEADOR LAPIZ,300.000,300.000,,2046
11095,,,眉笔,LAPIZ PARA CEJA,120.000,100.000,,2046
1308,,,眼线笔,LAPIZ PARA OJOS,280.000,300.000,,2046
YQAD0620,,,蒸汽夹板,PLANCHA DE CABELLO,16500.000,19000.000,60沙龙系列--夹板 plancha de cabello,2046
YQ5555,6921734905555,,吹风机,SECADOR DE PELO,4180.000,4600.000,,2046
YQ450,6239569089087,,夹板,ALISADORA,6050.000,6660.000,,2046
YQRL8868,2019041180617,,二合一夹板,ALISADORA,7480.000,8230.000,,2046
YQ801,6235896622805,,卷发棒,ENRULADORA,4180.000,4600.000,,2046
HF7831,6931587040155,,双条指甲锉 黑色120PCS,LIMAS 12PCS,5940.000,6530.000,,2046
DZ0807,6965897128883,,脚锉,LIMAS,660.000,730.000,,2046
WF3010,,,脚锉,LIMAS,550.000,610.000,,2046
DZ0849,6931587040131,,脚锉,LIMAS,500.000,550.000,,2046
DZ0847,6931587040124,,脚锉,LIMAS,450.000,520.000,,2046
DJ0011,DJ0011,,指甲刷 粉绿紫蓝 清装50个,cepillos para unas,240.000,260.000,,2046
JH201,6000000780611,,化妆箱,MALETAS PARA MAQUILLAJE,9130.000,10040.000,,2046
JH202,,,化妆箱,MALETA DE MAQUILLAJE,13500.000,16200.000,,2046
JH203,6000000780613,,化妆箱,MALETAS PARA MAQUILLAJE,10450.000,11500.000,,2046
JH204,6000000780614,,化妆箱,MALETAS PARA MAQUILLAJE,10450.000,11500.000,,2046
JH205,6000000780615,,化妆箱 小女孩三件套,ORGANIZADOR MAQUILLAJEX3,8800.000,9680.000,,2046
JH206,6000000780616,,化妆箱,MALETAS PARA MAQUILLAJE,10450.000,11500.000,,2046
KM3322,,,电吹风,SECADOR DE PELO,6600.000,7260.000,,2046
KM6839,,,吹风机,SECADOR DE PELO,4950.000,5450.000,,2046
KM6821,,,吹风机,SECADOR DE PELO,4950.000,5450.000,,2046
KM6832,,,吹风机,SECADOR DE PELO,4950.000,5450.000,,2046
KM8215,,,吹风机,SECADOR DE PELO,4950.000,5450.000,,2046
KM8523,,,吹风机,SECADOR DE PELO con enchufe de conversion,7700.000,8470.000,,2046
KM8545,,,吹风机,SECADOR DE PELO con enchufe de conversion,10450.000,11500.000,,2046
KM8522,,,吹风机,SECADOR DE PELO con enchufe de conversion,10450.000,11500.000,,2046
KM5018,,,理发剪,MAQUINA DE CORTAR PELO,8000.000,8800.000,,2046
KM1990,,,理发剪（充电）,MAQUINA DE AFEITAR,15000.000,16500.000,,2046
KM2600,,,理发剪,MAQUINA DE CORTAR PELO,16500.000,17000.000,,2046
KM459,,,夹板,ALISADORAS,5500.000,6050.000,,2046
KMS212,,,夹板,ALISADORAS,12100.000,13310.000,,2046
KM2218,,,夹板,ALISADORAS,4950.000,5450.000,,2046
KM1291B,,,直发器,ALISADORAS,7150.000,7870.000,,2046
KM2211,,,夹板,ALISADORAS,6050.000,6660.000,,2046
KM2086,,,卷发器,ALISADORAS,9900.000,10890.000,,2046
KM6558,,,剃须刀,AFEITADORA,5500.000,6000.000,,2046
KM600,,,理发剪,MAQUINA DE CORTAR PELO,12650.000,13920.000,,2046
KM1418A,,,理发剪,MAQUINA DE CORTAR PELO,4500.000,5000.000,,2046
KM031,,,理发剪,MAQUINA DE CORTAR PELO,5500.000,6050.000,,2046
KM5113,,,理发剪,MAQUINA DE CORTAR PELO,7700.000,8470.000,,2046
KM1425USB,,,理发剪,MAQUINA DE CORTAR PELO,4000.000,4400.000,,2046
KM036,,,理发剪,MAQUINA DE CORTAR PELO,5000.000,5500.000,,2046
KM2020,,,剃须刀,AFEITADORA,8250.000,9080.000,,2046
6698645,2608266986458,,梳子,CEPILLO PARA PELO,880.000,970.000,,2046
6698651,2608266986519,,梳子,CEPILLO PARA PELO,880.000,970.000,,2046
6698611,2608266986113,,梳子,CEPILLO PARA PELO,830.000,910.000,,2046
6698643,2608266986434,,梳子,CEPILLO PARA PELO,860.000,950.000,,2046
6298615,2608262986155,,梳子,CEPILLOS PARA BRUSHIN,990.000,1090.000,,2046
6298614,2608262986148,,梳子,CEPILLOS PARA BRUSHIN,880.000,970.000,,2046
6298618,2608262986186,,梳子,CEPILLO PARA PELO,940.000,1030.000,,2046
6298645,2608262986452,,梳子,CEPILLO PARA PELO,830.000,910.000,,2046
6428615,2608264286154,,梳子,CEPILLOS PARA BRUSHIN,1160.000,1280.000,,2046
6428614,2608264286147,,梳子,CEPILLOS PARA BRUSHIN,940.000,1030.000,,2046
6428645,2608264286451,,梳子,CEPILLOS PARA PELO,1050.000,1160.000,,2046
6238615,2608262386153,,梳子,CEPILLOS PARA BRUSHIN,1050.000,1160.000,,2046
6238614,2608262386146,,梳子,CEPILLOS PARA BRUSHIN,940.000,1030.000,,2046
6238618,2608262386184,,梳子,CEPILLOS PARA PELO,940.000,1030.000,,2046
6238645,2608262386450,,梳子,CEPILLOS PARA PELO,940.000,1030.000,,2046
6248615,2608262486150,,梳子,CEPILLOS PARA BRUSHIN,1050.000,1160.000,,2046
6248614,2608262486143,,梳子,CEPILLOS PARA BRUSHIN,940.000,1030.000,,2046
6248618,2608262486181,,梳子,CEPILLOS PARA PELO,1050.000,1160.000,,2046
6248645,2608264286457,,梳子,CEPILLOS PARA PELO,940.000,1030.000,,2046
O6413,2608209064137,,梳子,PEINETAS,500.000,550.000,,2046
8112,6933495863369,,高光眼影,ILUMINADOR,1250.000,1500.000,,2046
O6900,2608209069002,,梳子,PEINETAS,500.000,550.000,,2046
O711,26082090071104,,梳子,PEINETAS,500.000,550.000,,2046
O612,2608209061204,,梳子,PEINETAS,500.000,550.000,,2046
O6819,2608209068197,,梳子,PEINETAS,500.000,550.000,,2046
6275PCS,,,美发梳,PEINE DE PELUQUERIA,4950.000,5450.000,,2046
6115PCS,,,美发梳,PEINE DE PELUQUERIA,4950.000,5450.000,,2046
6253PCSpaoke,2608230131037,,泡壳,SET DE CEPILLOS,2750.000,3000.000,,2046
6295PCS,2608262900526,,泡壳,SET DE CEPILLOS,3850.000,4240.000,,2046
6253PCSlihe,2608269836255,,礼盒,SET DE CEPILLOS,2750.000,3000.000,,2046
6174PCS,,,美发梳,PEINE DE PELUQUERIA,2420.000,2660.000,,2046
SBQZFSTW1,6700032315601,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW2,6700032315602,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW12H613,6700032315604,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW8H613,6700032315605,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW13,6700032315606,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW6H613,6700032315607,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW15,6700032315608,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW16,6700032315609,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW27H613,6700032315610,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW18H613,6700032315611,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW0906,6700032315612,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW33A,6700032315613,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW27T613,6700032315614,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW6T613,6700032315615,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFSTW1BT0906,6700032315616,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL2,6700032315617,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL4,6700032315618,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL12H613,6700032315619,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL8H513,6700032315620,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL13,6700032315621,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL6H613,6700032315622,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL15,6700032315623,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL16,6700032315624,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL27H613,6700032315625,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL18H613,6700032315626,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL0906,6700032315627,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL33A,6700032315628,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL27T613,6700032315629,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL6T613,6700032315630,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBQZFCURL1BT0906,6700032315631,,假发,EXTENSIONES DE PELO,2000.000,2200.000,,2046
SBJZ024K01K9434,6700032315674,,假发,PELUCA,1500.000,1700.000,,2046
SBJZ024K01,6700032315675,,假发,PELUCA,1500.000,1700.000,,2046
SBJZ024K01K687,6700032315676,,假发,PELUCA,1500.000,1700.000,,2046
SBJZ024K01K1442,6700032315677,,假发,PELUCA,1500.000,1700.000,,2046
SBW0771,6700032315678,,假发,PELUCA,5500.000,6100.000,,2046
SBW077T1B613,6700032315679,,假发,PELUCA,5500.000,6100.000,,2046
SBW07727T613,6700032315680,,假发,PELUCA,5500.000,6100.000,,2046
SBW07788T613,6700032315681,,假发,PELUCA,5500.000,6100.000,,2046
SBW0774T613,6700032315682,,假发,PELUCA,5500.000,6100.000,,2046
SB321JDR630613,6700032315684,,假发,PELUCA,5500.000,6100.000,,2046
SB321JDT1B613,6700032315685,,假发,PELUCA,5500.000,6100.000,,2046
SB321JD27T613,6700032315686,,假发,PELUCA,5500.000,6100.000,,2046
SB321JD88T613,6700032315687,,假发,PELUCA,5500.000,6100.000,,2046
SB321JD4T613,6700032315688,,假发,PELUCA,5500.000,6100.000,,2046
SB950B1BT61C,6700032315689,,假发,PELUCA,5500.000,6100.000,,2046
SB950BR2,6700032315690,,假发,PELUCA,5500.000,6100.000,,2046
SB950B1,6700032315691,,假发,PELUCA,5500.000,6100.000,,2046
SB950BT1B27,6700032315692,,假发,PELUCA,5500.000,6100.000,,2046
YB506,,,蜡锅,OLLA CALENTADOR CERA,13200.000,14520.000,,2046
YB510,6202090986583,,电镀喷粉刷,Brochas,1320.000,1450.000,,2046
YB511,6202090986590,,脱毛纸,PAPEL DEPILATORIO,530.000,580.000,,2046
YB512,6202090986620,,脱毛纸,PAPEL DEPILATORIO,940.000,1030.000,,2046
YB513,6202090986637,,焗油刷粉,PEINETA DE TENIR,310.000,340.000,,2046
YB516,6202090986668,,两面焗油刷,PEINETA DE TENIR,330.000,360.000,,2046
YB517,6202090986675,,铝箔帽,GORRO ALUMINIO,390.000,430.000,,2046
YB520,6202090986705,,焗油套刷2pcs,SET DE TENIR,500.000,550.000,,2046
YB521,6202090986712,,焗油套刷3pcs,SET DE TENIR 3pcs,530.000,580.000,,2046
YB522,6202090986729,,焗油套刷4pcs,SET DE TENIR,640.000,700.000,,2046
YB523,6202090986736,,020彩碗,MEDIDOR,610.000,670.000,,2046
YB525,6202090986750,,塑料蜡棒,PALE TAS PARA DEPILAR,13200.000,14520.000,,2046
YB526,6202090986767,,木棒20支装,PALETAS PARA DEPILAR,440.000,480.000,,2046
YB527,6202090986774,,透明旦刷,BROCHA PARA QUITAR PELO,1650.000,1820.000,,2046
YB528,6202090986781,,七孔夹,PINZAS TOMA PELO,1100.000,1210.000,,2046
YB531,6202090986811,,蝴蝶夹,PINZAS TOMA PELO,790.000,870.000,,2046
YB534,6203090986559,,水溶蜡条,CERA ROLL ON,990.000,1090.000,,2046
YM8325,6203090986542,,蜡机不带蜡,CALENTADOR DE CERA,30800.000,33880.000,,2046
YB529,6202090986798,,鳄鱼夹,PINZAS TOMA PELO,990.000,1090.000,,2046
YB532,6202090986828,,蝴蝶夹,PINZAS TOMA PELO,790.000,870.000,,2046
YB533,6202090986835,,蝴蝶夹,PINZAS TOMA PELO,790.000,870.000,,2046
YB530,6202090986804,,鳄鱼夹,PINZAS TOMA PELO,990.000,1090.000,,2046
707,2656040030002,,眉笔 12PCS,DELIMEADOR LAPIZ 12PCS,150.000,170.000,,2046
FB21801,6972533960219,,眉笔,DELIMEADOR LAPIZ,170.000,190.000,,2046
FB21802,6972533960219,,眉笔,DELIMEADOR LAPIZ,170.000,190.000,,2046
FB21804,6972533960219,,眉笔,DELIMEADOR LAPIZ,170.000,190.000,,2046
FB217XZ,6972533960189,,眼影笔,LAPIZ SOMBRA,440.000,480.000,,2046
3185ZS,2656019580002,,口红笔  144PCS,DELIMEADOR DE LABIOS  144PCS,55000.000,60500.000,,2046
DC201ZS,2656019580019,,口红笔,DELIMEADOR DE LABIOS,390.000,430.000,,2046
FB218ZS,6972533960219,,眉笔,DELIMEADOR DE LABIOS,220.000,240.000,,2046
V1809ZS,8301212100017,,眼影笔,DELIMEADOR DE LABIOS,440.000,480.000,,2046
CT1098,,,美甲花锉,LIMAS,5500.000,6000.000,,2046
CT1001,6967545110011,,指甲锉,LIMAS 25PCS,6050.000,6660.000,,2046
CT1097,6967545110974,,美甲花锉 2PCS,LIMA DE UÑAS 2 PCS,450.000,500.000,,2046
CT1095,,,美甲花锉  2pcs,LIMA DE UNAS 2 PCS,450.000,540.000,,2046
CT1096,,,美甲花锉,LIMA DE UNAS 25PCS,5500.000,6000.000,,2046
CT2001,6967545120010,,指甲锉,LIMAS 25PCS,4950.000,5450.000,,2046
CT2002,6967545120027,,指甲锉,LIMAS 25PCS,4950.000,5450.000,,2046
3322,,,嫁接睫毛棉签,APLICADOR DE PESTANAS,970.000,1070.000,,2046
m05,,,彩色直播灯,aro luz,10000.000,11500.000,,2046
YES2-NO6,,,金属管美甲水晶笔 10支套装 6号 价格套装,,650.000,720.000,,2046
YES2-NO8,,,金属管美甲水晶笔 10支套装 8号 价格套装,,760.000,840.000,,2046
YES2-NO10,,,金属管美甲水晶笔 10支套装 10号 价格套装,,870.000,960.000,,2046
YES2-NO12,,,金属管美甲水晶笔 10支套装 12号 价格套装,,980.000,1080.000,,2046
YES3,8717333650254,,美甲花画笔3支套带卡纸,,1650.000,1820.000,,2046
YES6,8717333650254,,FABIYAN 5支装美甲水晶笔,5 BOLIGRAFOS DE CRISTAL DE UNAS,2200.000,2420.000,,2046
YES7,,,蜡锅 双蜡锅,,63800.000,70180.000,,2046
YES8,,,迷你夹心小豆腐块海绵指甲锉,,90.000,100.000,,2046
YES9,,,不锈钢剪刀,,1980.000,2180.000,,2046
YES11,,,美甲尖头形状扇形,,830.000,910.000,,2046
YES14,,,去死皮电动指甲打磨机,,2200.000,2420.000,,2046
P14002,6923859256449,,MENOW 美诺哑光12色唇线笔 口红笔修饰 价格单只,,310.000,340.000,,2046
YES16-NO6,,,圆头木头杆美甲光疗笔单只 6号,,550.000,610.000,,2046
YES16-NO8,,,圆头木头杆美甲光疗笔单只 8号,,660.000,730.000,,2046
YES16-NO10,,,圆头木头杆美甲光疗笔单只 10号,,750.000,830.000,,2046
YES16-NO12,,,圆头木头杆美甲光疗笔单只 12号,,790.000,870.000,,2046
YES17,,,6.0寸不锈钢剪刀,TIJERA PARA CORTA PELO,1650.000,1820.000,,2046
M06,,,酒精,ALCOHL,9000.000,9000.000,,2046
XTWQ,,,小体温枪,,8000.000,9200.000,,2046
DTWJ,,,大体温计,,35000.000,40250.000,,2046
WMZ0801,,,充电黑头仪,EXTRACTOR DE PUNTOS NEGROS,5000.000,6000.000,,2046
XP0352,0202673203515,,五百片沙龙盒法式HT-017透明/自然色,500 U?AS POSTIZAS ROMBO TRANSPARENTE 017,2750.000,3030.000,,2046
M07,,,黑口罩,MASCARILLA NEGRA,2300.000,2650.000,,2046
ZSJ1,,,指甲展示架,Muestrario de color,8800.000,9680.000,,2046
DMT1,,,指甲打磨头,FRESAS,1320.000,1450.000,,2046
RFP1,,,梳油瓶,POCILLOS PARA TINTURA,830.000,900.000,,2046
LFWB1,,,理发围布,CAPA,880.000,970.000,,2046
282913,,,,ESPONJA,850.000,980.000,,2046
AX666,2000010664467,,指甲笔,PINCELES PARA UNAS,1100.000,1200.000,44美甲系列--指甲笔,2046
SM600A,6934511506000,,宠物理发剪,AFEITADORA PARA MASCOTAS,8580.000,9440.000,,2046
SM667,6934511506673,,宠物理发剪,AFEITADORA PARA MASCOTAS,7260.000,7990.000,,2046
MS5016,6934511550164,,宠物理发剪,AFEITADORA PARA MASCOTAS,7700.000,8470.000,,2046
SN8988,6934511589881,,女士剃毛器,AFEITADORA PARA MUJER,8580.000,9440.000,,2046
SN3100,6934511531002,,夹板,PLANCHA PARA CABELLO,6380.000,7020.000,,2046
TA5PVC,7891165380921,,梳子,,3850.000,4200.000,,2046
BI5PVC,7891165380938,,梳子,,3850.000,4200.000,,2046
BT5PVC,7891165380945,,梳子,,3850.000,4200.000,,2046
